Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Proprietate publica, Arad, Anul 1997, Numar, 2
Proprietate publica, Arad, Anul 1998, Numar, 3
Proprietate publica, Arad, Anul 1999, Numar, 4
Proprietate publica, Arad, Anul 2000, Numar, 4
Proprietate publica, Arad, Anul 2001, Numar, 5
Proprietate publica, Arad, Anul 2002, Numar, 6
Proprietate publica, Arad, Anul 2003, Numar, 8
Proprietate publica, Arad, Anul 2004, Numar, 7
Proprietate publica, Arad, Anul 2005, Numar, 9
Proprietate publica, Arad, Anul 2006, Numar, 9
Proprietate publica, Arad, Anul 2007, Numar, 8
Proprietate publica, Arad, Anul 2008, Numar, 8
Proprietate publica, Arad, Anul 2009, Numar, 9
Proprietate publica, Arad, Anul 2010, Numar, 9
Proprietate publica, Arad, Anul 2011, Numar, 9
Proprietate publica, Arad, Anul 2012, Numar, 9
Proprietate publica, Arad, Anul 2013, Numar, 9
Proprietate publica, Arad, Anul 2014, Numar, 9
Proprietate publica, Arad, Anul 2015, Numar, 9
Proprietate publica, Arad, Anul 2016, Numar, 9
Proprietate publica, Arad, Anul 2017, Numar, 9
Proprietate publica, Caras-Severin, Anul 1990, Numar, 1
Proprietate publica, Caras-Severin, Anul 1991, Numar, 1
Proprietate publica, Caras-Severin, Anul 1992, Numar, 2
Proprietate publica, Caras-Severin, Anul 1993, Numar, 2
Proprietate publica, Caras-Severin, Anul 1994, Numar, 2
Proprietate publica, Caras-Severin, Anul 1995, Numar, 2
Proprietate publica, Caras-Severin, Anul 1996, Numar, 2
Proprietate publica, Caras-Severin, Anul 1997, Numar, 3
Proprietate publica, Caras-Severin, Anul 1998, Numar, 3
Proprietate publica, Caras-Severin, Anul 1999, Numar, 3
Proprietate publica, Caras-Severin, Anul 2000, Numar, 3
Proprietate publica, Caras-Severin, Anul 2001, Numar, 3
Proprietate publica, Caras-Severin, Anul 2002, Numar, 3
Proprietate publica, Caras-Severin, Anul 2003, Numar, 3
Proprietate publica, Caras-Severin, Anul 2004, Numar, 3
Proprietate publica, Caras-Severin, Anul 2005, Numar, 3
Proprietate publica, Caras-Severin, Anul 2006, Numar, 3
Proprietate publica, Caras-Severin, Anul 2007, Numar, 2
Proprietate publica, Caras-Severin, Anul 2008, Numar, 2
Proprietate publica, Caras-Severin, Anul 2009, Numar, 2
Proprietate publica, Caras-Severin, Anul 2010, Numar, 2
Proprietate publica, Caras-Severin, Anul 2011, Numar, 7
Proprietate publica, Caras-Severin, Anul 2012, Numar, 6
Proprietate publica, Caras-Severin, Anul 2013, Numar, 3
Proprietate publica, Caras-Severin, Anul 2014, Numar, 3
Proprietate publica, Caras-Severin, Anul 2015, Numar, 3
Proprietate publica, Caras-Severin, Anul 2016, Numar, 3
Proprietate publica, Caras-Severin, Anul 2017, Numar, 3
Proprietate publica, Hunedoara, Anul 1990, Numar, 3
Proprietate publica, Hunedoara, Anul 1991, Numar, 4
Proprietate publica, Hunedoara, Anul 1992, Numar, 3
Proprietate publica, Hunedoara, Anul 1993, Numar, 4
Proprietate publica, Hunedoara, Anul 1994, Numar, 4
Proprietate publica, Hunedoara, Anul 1995, Numar, 7
Proprietate publica, Hunedoara, Anul 1996, Numar, 6
Proprietate publica, Hunedoara, Anul 1997, Numar, 7
Proprietate publica, Hunedoara, Anul 1998, Numar, 7
Proprietate publica, Hunedoara, Anul 1999, Numar, 9
Proprietate publica, Hunedoara, Anul 2000, Numar, 9
Proprietate publica, Hunedoara, Anul 2001, Numar, 10
Proprietate publica, Hunedoara, Anul 2002, Numar, 10
Proprietate publica, Hunedoara, Anul 2003, Numar, 8
Proprietate publica, Hunedoara, Anul 2004, Numar, 8
Proprietate publica, Hunedoara, Anul 2005, Numar, 8
Proprietate publica, Hunedoara, Anul 2006, Numar, 8
Proprietate publica, Hunedoara, Anul 2007, Numar, 5
Proprietate publica, Hunedoara, Anul 2008, Numar, 5
Proprietate publica, Hunedoara, Anul 2009, Numar, 4
Proprietate publica, Hunedoara, Anul 2010, Numar, 4
Proprietate publica, Hunedoara, Anul 2011, Numar, 4
Proprietate publica, Hunedoara, Anul 2012, Numar, 4
Proprietate publica, Hunedoara, Anul 2013, Numar, 4
Proprietate publica, Hunedoara, Anul 2014, Numar, 4
Proprietate publica, Hunedoara, Anul 2015, Numar, 4
Proprietate publica, Hunedoara, Anul 2016, Numar, 4
Proprietate publica, Hunedoara, Anul 2017, Numar, 4
Proprietate publica, Timis, Anul 1990, Numar, 17
Proprietate publica, Timis, Anul 1991, Numar, 23
Proprietate publica, Timis, Anul 1992, Numar, 23
Proprietate publica, Timis, Anul 1993, Numar, 23
Proprietate publica, Timis, Anul 1994, Numar, 23
Proprietate publica, Timis, Anul 1995, Numar, 40
Proprietate publica, Timis, Anul 1996, Numar, 32
Proprietate publica, Timis, Anul 1997, Numar, 34
Proprietate publica, Timis, Anul 1998, Numar, 32
Proprietate publica, Timis, Anul 1999, Numar, 33
Proprietate publica, Timis, Anul 2000, Numar, 33
Proprietate publica, Timis, Anul 2001, Numar, 34
Proprietate publica, Timis, Anul 2002, Numar, 34
Proprietate publica, Timis, Anul 2003, Numar, 34
Proprietate publica, Timis, Anul 2004, Numar, 34
Proprietate publica, Timis, Anul 2005, Numar, 36
Proprietate publica, Timis, Anul 2006, Numar, 36
Proprietate publica, Timis, Anul 2007, Numar, 32
Proprietate publica, Timis, Anul 2008, Numar, 32
Proprietate publica, Timis, Anul 2009, Numar, 31
Proprietate publica, Timis, Anul 2010, Numar, 31
Proprietate publica, Timis, Anul 2011, Numar, 29
Proprietate publica, Timis, Anul 2012, Numar, 29
Proprietate publica, Timis, Anul 2013, Numar, 29
Proprietate publica, Timis, Anul 2014, Numar, 29
Proprietate publica, Timis, Anul 2015, Numar, 29
Proprietate publica, Timis, Anul 2016, Numar, 29
Proprietate publica, Timis, Anul 2017, Numar, 29
Proprietate privata, TOTAL, Anul 1996, Numar, 161
Proprietate privata, TOTAL, Anul 1997, Numar, 174
Proprietate privata, TOTAL, Anul 1998, Numar, 195
Proprietate privata, TOTAL, Anul 1999, Numar, 221
Proprietate privata, TOTAL, Anul 2000, Numar, 258
Proprietate privata, TOTAL, Anul 2001, Numar, 264
Proprietate privata, TOTAL, Anul 2002, Numar, 253
Proprietate privata, TOTAL, Anul 2003, Numar, 241
Proprietate privata, TOTAL, Anul 2004, Numar, 232
Proprietate privata, TOTAL, Anul 2005, Numar, 216
Proprietate privata, TOTAL, Anul 2006, Numar, 197
Proprietate privata, TOTAL, Anul 2007, Numar, 199
Proprietate privata, TOTAL, Anul 2008, Numar, 197
Proprietate privata, TOTAL, Anul 2009, Numar, 207
Proprietate privata, TOTAL, Anul 2010, Numar, 207
Proprietate privata, TOTAL, Anul 2011, Numar, 204
Proprietate privata, TOTAL, Anul 2012, Numar, 191
Proprietate privata, TOTAL, Anul 2013, Numar, 185
Proprietate privata, TOTAL, Anul 2014, Numar, 180
Proprietate privata, TOTAL, Anul 2015, Numar, 158
Proprietate privata, TOTAL, Anul 2016, Numar, 155
Proprietate privata, TOTAL, Anul 2017, Numar, 148
Proprietate privata, MACROREGIUNEA UNU, Anul 1996, Numar, 28
Proprietate privata, MACROREGIUNEA UNU, Anul 1997, Numar, 33
Proprietate privata, MACROREGIUNEA UNU, Anul 1998, Numar, 41
Proprietate privata, MACROREGIUNEA UNU, Anul 1999, Numar, 47
Proprietate privata, MACROREGIUNEA UNU, Anul 2000, Numar, 55
Proprietate privata, MACROREGIUNEA UNU, Anul 2001, Numar, 60
Proprietate privata, MACROREGIUNEA UNU, Anul 2002, Numar, 53
Proprietate privata, MACROREGIUNEA UNU, Anul 2003, Numar, 46
Proprietate privata, MACROREGIUNEA UNU, Anul 2004, Numar, 44
Proprietate privata, MACROREGIUNEA UNU, Anul 2005, Numar, 41
Proprietate privata, MACROREGIUNEA UNU, Anul 2006, Numar, 38
Proprietate privata, MACROREGIUNEA UNU, Anul 2007, Numar, 38
Proprietate privata, MACROREGIUNEA UNU, Anul 2008, Numar, 39
Proprietate privata, MACROREGIUNEA UNU, Anul 2009, Numar, 44
Proprietate privata, MACROREGIUNEA UNU, Anul 2010, Numar, 45
Proprietate privata, MACROREGIUNEA UNU, Anul 2011, Numar, 50
Proprietate privata, MACROREGIUNEA UNU, Anul 2012, Numar, 50
Proprietate privata, MACROREGIUNEA UNU, Anul 2013, Numar, 48
Proprietate privata, MACROREGIUNEA UNU, Anul 2014, Numar, 46
Proprietate privata, MACROREGIUNEA UNU, Anul 2015, Numar, 38
Proprietate privata, MACROREGIUNEA UNU, Anul 2016, Numar, 35
Proprietate privata, MACROREGIUNEA UNU, Anul 2017, Numar, 34
Proprietate privata, Regiunea NORD-VEST, Anul 1996, Numar, 14
Proprietate privata, Regiunea NORD-VEST, Anul 1997, Numar, 14
Proprietate privata, Regiunea NORD-VEST, Anul 1998, Numar, 18
Proprietate privata, Regiunea NORD-VEST, Anul 1999, Numar, 23
Proprietate privata, Regiunea NORD-VEST, Anul 2000, Numar, 28
Proprietate privata, Regiunea NORD-VEST, Anul 2001, Numar, 31
Proprietate privata, Regiunea NORD-VEST, Anul 2002, Numar, 25
Proprietate privata, Regiunea NORD-VEST, Anul 2003, Numar, 18
Proprietate privata, Regiunea NORD-VEST, Anul 2004, Numar, 17
Proprietate privata, Regiunea NORD-VEST, Anul 2005, Numar, 19
Proprietate privata, Regiunea NORD-VEST, Anul 2006, Numar, 19
Proprietate privata, Regiunea NORD-VEST, Anul 2007, Numar, 20
Proprietate privata, Regiunea NORD-VEST, Anul 2008, Numar, 21
Proprietate privata, Regiunea NORD-VEST, Anul 2009, Numar, 24
Proprietate privata, Regiunea NORD-VEST, Anul 2010, Numar, 24
Proprietate privata, Regiunea NORD-VEST, Anul 2011, Numar, 27
Proprietate privata, Regiunea NORD-VEST, Anul 2012, Numar, 28
Proprietate privata, Regiunea NORD-VEST, Anul 2013, Numar, 26
Proprietate privata, Regiunea NORD-VEST, Anul 2014, Numar, 25
Proprietate privata, Regiunea NORD-VEST, Anul 2015, Numar, 21
Proprietate privata, Regiunea NORD-VEST, Anul 2016, Numar, 21
Proprietate privata, Regiunea NORD-VEST, Anul 2017, Numar, 21
Proprietate privata, Bihor, Anul 1996, Numar, 2
Proprietate privata, Bihor, Anul 1997, Numar, 2
Proprietate privata, Bihor, Anul 1998, Numar, 4
Proprietate privata, Bihor, Anul 1999, Numar, 6
Proprietate privata, Bihor, Anul 2000, Numar, 6
Proprietate privata, Bihor, Anul 2001, Numar, 6
Proprietate privata, Bihor, Anul 2002, Numar, 5
Proprietate privata, Bihor, Anul 2003, Numar, 5
Proprietate privata, Bihor, Anul 2004, Numar, 4
Proprietate privata, Bihor, Anul 2005, Numar, 4
Proprietate privata, Bihor, Anul 2006, Numar, 4
Proprietate privata, Bihor, Anul 2007, Numar, 4
Proprietate privata, Bihor, Anul 2008, Numar, 4
Proprietate privata, Bihor, Anul 2009, Numar, 6
Proprietate privata, Bihor, Anul 2010, Numar, 6
Proprietate privata, Bihor, Anul 2011, Numar, 7
Proprietate privata, Bihor, Anul 2012, Numar, 7
Proprietate privata, Bihor, Anul 2013, Numar, 7
Proprietate privata, Bihor, Anul 2014, Numar, 7
Proprietate privata, Bihor, Anul 2015, Numar, 7
Proprietate privata, Bihor, Anul 2016, Numar, 6
Proprietate privata, Bihor, Anul 2017, Numar, 6
Proprietate privata, Bistrita-Nasaud, Anul 2001, Numar, 3
Proprietate privata, Bistrita-Nasaud, Anul 2002, Numar, 1
Proprietate privata, Bistrita-Nasaud, Anul 2011, Numar, 1
Proprietate privata, Bistrita-Nasaud, Anul 2012, Numar, 1
Proprietate privata, Bistrita-Nasaud, Anul 2013, Numar, 1
Proprietate privata, Bistrita-Nasaud, Anul 2014, Numar, 1
Proprietate privata, Cluj, Anul 1996, Numar, 9
Proprietate privata, Cluj, Anul 1997, Numar, 9
Proprietate privata, Cluj, Anul 1998, Numar, 11
Proprietate privata, Cluj, Anul 1999, Numar, 13
Proprietate privata, Cluj, Anul 2000, Numar, 15
Proprietate privata, Cluj, Anul 2001, Numar, 15
Proprietate privata, Cluj, Anul 2002, Numar, 13
Proprietate privata, Cluj, Anul 2003, Numar, 8
Proprietate privata, Cluj, Anul 2004, Numar, 8
Proprietate privata, Cluj, Anul 2005, Numar, 7
Proprietate privata, Cluj, Anul 2006, Numar, 7
Proprietate privata, Cluj, Anul 2007, Numar, 7
Proprietate privata, Cluj, Anul 2008, Numar, 7
Proprietate privata, Cluj, Anul 2009, Numar, 8
Proprietate privata, Cluj, Anul 2010, Numar, 8
Proprietate privata, Cluj, Anul 2011, Numar, 8
Proprietate privata, Cluj, Anul 2012, Numar, 8
Proprietate privata, Cluj, Anul 2013, Numar, 10
Proprietate privata, Cluj, Anul 2014, Numar, 9
Proprietate privata, Cluj, Anul 2015, Numar, 9
Proprietate privata, Cluj, Anul 2016, Numar, 9
Proprietate privata, Cluj, Anul 2017, Numar, 8
Proprietate privata, Maramures, Anul 1996, Numar, 3
Proprietate privata, Maramures, Anul 1997, Numar, 3
Proprietate privata, Maramures, Anul 1998, Numar, 3
Proprietate privata, Maramures, Anul 1999, Numar, 4
Proprietate privata, Maramures, Anul 2000, Numar, 4
Proprietate privata, Maramures, Anul 2001, Numar, 4
Proprietate privata, Maramures, Anul 2002, Numar, 4
Proprietate privata, Maramures, Anul 2003, Numar, 3
Proprietate privata, Maramures, Anul 2004, Numar, 3
Proprietate privata, Maramures, Anul 2005, Numar, 6
Proprietate privata, Maramures, Anul 2006, Numar, 6
Proprietate privata, Maramures, Anul 2007, Numar, 7
Proprietate privata, Maramures, Anul 2008, Numar, 7
Proprietate privata, Maramures, Anul 2009, Numar, 6
Proprietate privata, Maramures, Anul 2010, Numar, 6
Proprietate privata, Maramures, Anul 2011, Numar, 5
Proprietate privata, Maramures, Anul 2012, Numar, 6
Proprietate privata, Maramures, Anul 2013, Numar, 3
Proprietate privata, Maramures, Anul 2014, Numar, 2
Proprietate privata, Maramures, Anul 2015, Numar, 1
Proprietate privata, Maramures, Anul 2016, Numar, 2
Proprietate privata, Maramures, Anul 2017, Numar, 2
Proprietate privata, Satu Mare, Anul 2000, Numar, 3
Proprietate privata, Satu Mare, Anul 2001, Numar, 3
Proprietate privata, Satu Mare, Anul 2002, Numar, 2
Proprietate privata, Satu Mare, Anul 2003, Numar, 2
Proprietate privata, Satu Mare, Anul 2004, Numar, 2
Proprietate privata, Satu Mare, Anul 2005, Numar, 2
Proprietate privata, Satu Mare, Anul 2006, Numar, 2
Proprietate privata, Satu Mare, Anul 2007, Numar, 2
Proprietate privata, Satu Mare, Anul 2008, Numar, 3
Proprietate privata, Satu Mare, Anul 2009, Numar, 4
Proprietate privata, Satu Mare, Anul 2010, Numar, 4
Proprietate privata, Satu Mare, Anul 2011, Numar, 4
Proprietate privata, Satu Mare, Anul 2012, Numar, 4
Proprietate privata, Satu Mare, Anul 2013, Numar, 3
Proprietate privata, Satu Mare, Anul 2014, Numar, 4
Proprietate privata, Satu Mare, Anul 2015, Numar, 3
Proprietate privata, Satu Mare, Anul 2016, Numar, 3
Proprietate privata, Satu Mare, Anul 2017, Numar, 3
Proprietate privata, Salaj, Anul 2011, Numar, 2
Proprietate privata, Salaj, Anul 2012, Numar, 2
Proprietate privata, Salaj, Anul 2013, Numar, 2
Proprietate privata, Salaj, Anul 2014, Numar, 2
Proprietate privata, Salaj, Anul 2015, Numar, 1
Proprietate privata, Salaj, Anul 2016, Numar, 1
Proprietate privata, Salaj, Anul 2017, Numar, 2
Proprietate privata, Regiunea CENTRU, Anul 1996, Numar, 14
Proprietate privata, Regiunea CENTRU, Anul 1997, Numar, 19
Proprietate privata, Regiunea CENTRU, Anul 1998, Numar, 23
Proprietate privata, Regiunea CENTRU, Anul 1999, Numar, 24
Proprietate privata, Regiunea CENTRU, Anul 2000, Numar, 27
Proprietate privata, Regiunea CENTRU, Anul 2001, Numar, 29
Proprietate privata, Regiunea CENTRU, Anul 2002, Numar, 28
Proprietate privata, Regiunea CENTRU, Anul 2003, Numar, 28
Proprietate privata, Regiunea CENTRU, Anul 2004, Numar, 27
Proprietate privata, Regiunea CENTRU, Anul 2005, Numar, 22
Proprietate privata, Regiunea CENTRU, Anul 2006, Numar, 19
Proprietate privata, Regiunea CENTRU, Anul 2007, Numar, 18
Proprietate privata, Regiunea CENTRU, Anul 2008, Numar, 18
Proprietate privata, Regiunea CENTRU, Anul 2009, Numar, 20
Proprietate privata, Regiunea CENTRU, Anul 2010, Numar, 21
Proprietate privata, Regiunea CENTRU, Anul 2011, Numar, 23
Proprietate privata, Regiunea CENTRU, Anul 2012, Numar, 22
Proprietate privata, Regiunea CENTRU, Anul 2013, Numar, 22
Proprietate privata, Regiunea CENTRU, Anul 2014, Numar, 21
Proprietate privata, Regiunea CENTRU, Anul 2015, Numar, 17
Proprietate privata, Regiunea CENTRU, Anul 2016, Numar, 14
Proprietate privata, Regiunea CENTRU, Anul 2017, Numar, 13
Proprietate privata, Alba, Anul 1996, Numar, 5
Proprietate privata, Alba, Anul 1997, Numar, 6
Proprietate privata, Alba, Anul 1998, Numar, 6
Proprietate privata, Alba, Anul 1999, Numar, 6
Proprietate privata, Alba, Anul 2000, Numar, 7
Proprietate privata, Alba, Anul 2001, Numar, 8
Proprietate privata, Alba, Anul 2002, Numar, 8
Proprietate privata, Alba, Anul 2003, Numar, 7
Proprietate privata, Alba, Anul 2004, Numar, 6
Proprietate privata, Alba, Anul 2005, Numar, 5
Proprietate privata, Alba, Anul 2006, Numar, 2
Proprietate privata, Alba, Anul 2007, Numar, 2
Proprietate privata, Alba, Anul 2008, Numar, 2
Proprietate privata, Alba, Anul 2009, Numar, 2
Proprietate privata, Alba, Anul 2010, Numar, 2
Proprietate privata, Alba, Anul 2011, Numar, 3
Proprietate privata, Alba, Anul 2012, Numar, 2
Proprietate privata, Alba, Anul 2013, Numar, 2
Proprietate privata, Alba, Anul 2014, Numar, 1
Proprietate privata, Brasov, Anul 1996, Numar, 3
Proprietate privata, Brasov, Anul 1997, Numar, 7
Proprietate privata, Brasov, Anul 1998, Numar, 9
Proprietate privata, Brasov, Anul 1999, Numar, 9
Proprietate privata, Brasov, Anul 2000, Numar, 9
Proprietate privata, Brasov, Anul 2001, Numar, 10
Proprietate privata, Brasov, Anul 2002, Numar, 11
Proprietate privata, Brasov, Anul 2003, Numar, 10
Proprietate privata, Brasov, Anul 2004, Numar, 12
Proprietate privata, Brasov, Anul 2005, Numar, 8
Proprietate privata, Brasov, Anul 2006, Numar, 6
Proprietate privata, Brasov, Anul 2007, Numar, 6
Proprietate privata, Brasov, Anul 2008, Numar, 6
Proprietate privata, Brasov, Anul 2009, Numar, 6
Proprietate privata, Brasov, Anul 2010, Numar, 6
Proprietate privata, Brasov, Anul 2011, Numar, 8
Proprietate privata, Brasov, Anul 2012, Numar, 8
Proprietate privata, Brasov, Anul 2013, Numar, 8
Proprietate privata, Brasov, Anul 2014, Numar, 8
Proprietate privata, Brasov, Anul 2015, Numar, 6
Proprietate privata, Brasov, Anul 2016, Numar, 4
Proprietate privata, Brasov, Anul 2017, Numar, 2
Proprietate privata, Harghita, Anul 2003, Numar, 1
Proprietate privata, Harghita, Anul 2004, Numar, 1
Proprietate privata, Harghita, Anul 2005, Numar, 1
Proprietate privata, Harghita, Anul 2006, Numar, 1
Proprietate privata, Harghita, Anul 2007, Numar, 1
Proprietate privata, Harghita, Anul 2008, Numar, 1
Proprietate privata, Harghita, Anul 2009, Numar, 1
Proprietate privata, Harghita, Anul 2010, Numar, 2
Proprietate privata, Harghita, Anul 2011, Numar, 2
Proprietate privata, Harghita, Anul 2012, Numar, 2
Proprietate privata, Harghita, Anul 2013, Numar, 2
Proprietate privata, Harghita, Anul 2014, Numar, 2
Proprietate privata, Harghita, Anul 2015, Numar, 1
Proprietate privata, Harghita, Anul 2016, Numar, 1
Proprietate privata, Harghita, Anul 2017, Numar, 1
Proprietate privata, Mures, Anul 1996, Numar, 5
Proprietate privata, Mures, Anul 1997, Numar, 5
Proprietate privata, Mures, Anul 1998, Numar, 5
Proprietate privata, Mures, Anul 1999, Numar, 4
Proprietate privata, Mures, Anul 2000, Numar, 4
Proprietate privata, Mures, Anul 2001, Numar, 4
Proprietate privata, Mures, Anul 2002, Numar, 4
Proprietate privata, Mures, Anul 2003, Numar, 5
Proprietate privata, Mures, Anul 2004, Numar, 5
Proprietate privata, Mures, Anul 2005, Numar, 5
Proprietate privata, Mures, Anul 2006, Numar, 5
Proprietate privata, Mures, Anul 2007, Numar, 5
Proprietate privata, Mures, Anul 2008, Numar, 5
Proprietate privata, Mures, Anul 2009, Numar, 5
Proprietate privata, Mures, Anul 2010, Numar, 5
Proprietate privata, Mures, Anul 2011, Numar, 5
Proprietate privata, Mures, Anul 2012, Numar, 5
Proprietate privata, Mures, Anul 2013, Numar, 5
Proprietate privata, Mures, Anul 2014, Numar, 5
Proprietate privata, Mures, Anul 2015, Numar, 5
Proprietate privata, Mures, Anul 2016, Numar, 5
Proprietate privata, Mures, Anul 2017, Numar, 6
Proprietate privata, Sibiu, Anul 1996, Numar, 1
Proprietate privata, Sibiu, Anul 1997, Numar, 1
Proprietate privata, Sibiu, Anul 1998, Numar, 3
Proprietate privata, Sibiu, Anul 1999, Numar, 5
Proprietate privata, Sibiu, Anul 2000, Numar, 7
Proprietate privata, Sibiu, Anul 2001, Numar, 7
Proprietate privata, Sibiu, Anul 2002, Numar, 5
Proprietate privata, Sibiu, Anul 2003, Numar, 5
Proprietate privata, Sibiu, Anul 2004, Numar, 3
Proprietate privata, Sibiu, Anul 2005, Numar, 3
Proprietate privata, Sibiu, Anul 2006, Numar, 5
Proprietate privata, Sibiu, Anul 2007, Numar, 4
Proprietate privata, Sibiu, Anul 2008, Numar, 4
Proprietate privata, Sibiu, Anul 2009, Numar, 6
Proprietate privata, Sibiu, Anul 2010, Numar, 6
Proprietate privata, Sibiu, Anul 2011, Numar, 5
Proprietate privata, Sibiu, Anul 2012, Numar, 5
Proprietate privata, Sibiu, Anul 2013, Numar, 5
Proprietate privata, Sibiu, Anul 2014, Numar, 5
Proprietate privata, Sibiu, Anul 2015, Numar, 5
Proprietate privata, Sibiu, Anul 2016, Numar, 4
Proprietate privata, Sibiu, Anul 2017, Numar, 4
Proprietate privata, MACROREGIUNEA DOI, Anul 1996, Numar, 17
Proprietate privata, MACROREGIUNEA DOI, Anul 1997, Numar, 24
Proprietate privata, MACROREGIUNEA DOI, Anul 1998, Numar, 26
Proprietate privata, MACROREGIUNEA DOI, Anul 1999, Numar, 31
Proprietate privata, MACROREGIUNEA DOI, Anul 2000, Numar, 44
Proprietate privata, MACROREGIUNEA DOI, Anul 2001, Numar, 46
Proprietate privata, MACROREGIUNEA DOI, Anul 2002, Numar, 41
Proprietate privata, MACROREGIUNEA DOI, Anul 2003, Numar, 39
Proprietate privata, MACROREGIUNEA DOI, Anul 2004, Numar, 37
Proprietate privata, MACROREGIUNEA DOI, Anul 2005, Numar, 36
Proprietate privata, MACROREGIUNEA DOI, Anul 2006, Numar, 32
Proprietate privata, MACROREGIUNEA DOI, Anul 2007, Numar, 32
Proprietate privata, MACROREGIUNEA DOI, Anul 2008, Numar, 33
Proprietate privata, MACROREGIUNEA DOI, Anul 2009, Numar, 34
Proprietate privata, MACROREGIUNEA DOI, Anul 2010, Numar, 33
Proprietate privata, MACROREGIUNEA DOI, Anul 2011, Numar, 34
Proprietate privata, MACROREGIUNEA DOI, Anul 2012, Numar, 31
Proprietate privata, MACROREGIUNEA DOI, Anul 2013, Numar, 29
Proprietate privata, MACROREGIUNEA DOI, Anul 2014, Numar, 29
Proprietate privata, MACROREGIUNEA DOI, Anul 2015, Numar, 25
Proprietate privata, MACROREGIUNEA DOI, Anul 2016, Numar, 25
Proprietate privata, MACROREGIUNEA DOI, Anul 2017, Numar, 23
Proprietate privata, Regiunea NORD-EST, Anul 1996, Numar, 9
Proprietate privata, Regiunea NORD-EST, Anul 1997, Numar, 11
Proprietate privata, Regiunea NORD-EST, Anul 1998, Numar, 12
Proprietate privata, Regiunea NORD-EST, Anul 1999, Numar, 17
Proprietate privata, Regiunea NORD-EST, Anul 2000, Numar, 29
Proprietate privata, Regiunea NORD-EST, Anul 2001, Numar, 27
Proprietate privata, Regiunea NORD-EST, Anul 2002, Numar, 25
Proprietate privata, Regiunea NORD-EST, Anul 2003, Numar, 23
Proprietate privata, Regiunea NORD-EST, Anul 2004, Numar, 21
Proprietate privata, Regiunea NORD-EST, Anul 2005, Numar, 21
Proprietate privata, Regiunea NORD-EST, Anul 2006, Numar, 18
Proprietate privata, Regiunea NORD-EST, Anul 2007, Numar, 17
Proprietate privata, Regiunea NORD-EST, Anul 2008, Numar, 17
Proprietate privata, Regiunea NORD-EST, Anul 2009, Numar, 19
Proprietate privata, Regiunea NORD-EST, Anul 2010, Numar, 17
Proprietate privata, Regiunea NORD-EST, Anul 2011, Numar, 18
Proprietate privata, Regiunea NORD-EST, Anul 2012, Numar, 15
Proprietate privata, Regiunea NORD-EST, Anul 2013, Numar, 13
Proprietate privata, Regiunea NORD-EST, Anul 2014, Numar, 13
Proprietate privata, Regiunea NORD-EST, Anul 2015, Numar, 11
Proprietate privata, Regiunea NORD-EST, Anul 2016, Numar, 11
Proprietate privata, Regiunea NORD-EST, Anul 2017, Numar, 9
Proprietate privata, Bacau, Anul 1996, Numar, 1
Proprietate privata, Bacau, Anul 1997, Numar, 1
Proprietate privata, Bacau, Anul 1998, Numar, 1
Proprietate privata, Bacau, Anul 1999, Numar, 1
Proprietate privata, Bacau, Anul 2000, Numar, 6
Proprietate privata, Bacau, Anul 2001, Numar, 6
Proprietate privata, Bacau, Anul 2002, Numar, 3
Proprietate privata, Bacau, Anul 2003, Numar, 3
Proprietate privata, Bacau, Anul 2004, Numar, 3
Proprietate privata, Bacau, Anul 2005, Numar, 3
Proprietate privata, Bacau, Anul 2006, Numar, 3
Proprietate privata, Bacau, Anul 2007, Numar, 3
Proprietate privata, Bacau, Anul 2008, Numar, 3
Proprietate privata, Bacau, Anul 2009, Numar, 3
Proprietate privata, Bacau, Anul 2010, Numar, 3
Proprietate privata, Bacau, Anul 2011, Numar, 3
Proprietate privata, Bacau, Anul 2012, Numar, 2
Proprietate privata, Bacau, Anul 2013, Numar, 1
Proprietate privata, Bacau, Anul 2014, Numar, 1
Proprietate privata, Bacau, Anul 2015, Numar, 1
Proprietate privata, Bacau, Anul 2016, Numar, 1
Proprietate privata, Bacau, Anul 2017, Numar, 1
Proprietate privata, Botosani, Anul 1999, Numar, 1
Proprietate privata, Botosani, Anul 2000, Numar, 4
Proprietate privata, Botosani, Anul 2001, Numar, 2
Proprietate privata, Botosani, Anul 2002, Numar, 2
Proprietate privata, Botosani, Anul 2003, Numar, 2
Proprietate privata, Botosani, Anul 2004, Numar, 1
Proprietate privata, Iasi, Anul 1996, Numar, 8
Proprietate privata, Iasi, Anul 1997, Numar, 10
Proprietate privata, Iasi, Anul 1998, Numar, 11
Proprietate privata, Iasi, Anul 1999, Numar, 15
Proprietate privata, Iasi, Anul 2000, Numar, 19
Proprietate privata, Iasi, Anul 2001, Numar, 19
Proprietate privata, Iasi, Anul 2002, Numar, 20
Proprietate privata, Iasi, Anul 2003, Numar, 18
Proprietate privata, Iasi, Anul 2004, Numar, 17
Proprietate privata, Iasi, Anul 2005, Numar, 18
Proprietate privata, Iasi, Anul 2006, Numar, 15
Proprietate privata, Iasi, Anul 2007, Numar, 14
Proprietate privata, Iasi, Anul 2008, Numar, 14
Proprietate privata, Iasi, Anul 2009, Numar, 14
Proprietate privata, Iasi, Anul 2010, Numar, 12
Proprietate privata, Iasi, Anul 2011, Numar, 13
